slot,block_time,tx_signature,token_mint_a,token_mint_b,token_vault_a,token_vault_b,num_swaps,token_amount_a,token_amount_b,pre_balance_a,pre_balance_b,post_balance_a,post_balance_b,decimals_a,decimals_b,token_price_a,token_price_b,token_ema_a,token_ema_b
372542132,1760138428,2C3XEHar2Qvm2s7g1R1Rfm5oSpXYNQ2XZQNueJHJuCR6SC52ntUueZaEke3zR71LvCEdAgDgHou9JZbbRgZVf5qc,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20464233.44088,8247700.089404,20424221.162628,8287700.089404,6,6,0.99774933,0.9999332200000001,0.99732689,0.99993639
372542109,1760138420,4Pqicg3UfzXtQ9zTqv3wDTY37cuFK2F1qCr3EGow5N8baFetsLEqVAbngbSXxoVMivVSDDgLdsgj6JFjijEGAfKZ,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20464255.725445,8247677.811717,20464233.44088,8247700.089404,6,6,0.99784278,0.99994384,0.99732609,0.99993633
372542092,1760138413,236fagyHGW771AgFyK5HhHVWPkfpieqZK5KuNnVoTKXahmGiisGqWjPAKvzSGCHB5wUBmKjBVaH6D2PZy9F5fmgH,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20464285.04619,8247648.500021,20464255.725445,8247677.811717,6,6,0.9978975600000001,0.9999414,0.9973253,0.99993634
372542082,1760138409,5JMDaxQMawoMUGTqfUsS5csVWcQF3th9Y2jF9Q3CDRptu9CTFmW23P8XwC53KhE6PtUTZjza3bVUF1dEbBaGT9u5,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20464564.789951,8247368.842611,20464285.04619,8247648.500021,6,6,0.99786635,0.99996574,0.99732488,0.99993631
372542066,1760138401,5WXq9zkskdbS1VihTy1yoMCaoFHdxU1eBQNp5TMavyuKhZnKWjvTHYyQ3BTmoUmCXh839qPohhr3WohpLxyznNAx,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20464589.374963,8247344.265188,20464564.789951,8247368.842611,6,6,0.99786155,0.99998948,0.99732399,0.99993619
372542059,1760138398,EbgD1MaUhX7ih6nAXCCUqxTV7MLdrtib1VmB59B2Aqe2wBebGSvBDg5tPNy2S6rtn5TYwfG8hjt8jexgh5Lzzud,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20464615.475499,8247318.172708,20464589.374963,8247344.265188,6,6,0.99783152,1.00000256,0.99732377,0.99993612
372542052,1760138395,315denHow8cxVH56cuLWvgBgWLtPpfA2SvFtVhXvQs5Fv1LZAE1zdbQfpT7Tfb6YrGa9uCroAPCwTEfHpoWNe3CJ,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20464621.642795,8247312.007315,20464615.475499,8247318.172708,6,6,0.99779423,1.00001838,0.9973234,0.99993609
372542044,1760138392,4DPCzG1FBsXw3PB3Zg1act7NsTGp8SZpT1dtzqqTDv5DrNfs4ANPA4PZGooAk1XLR8GYoW5SXvSRxdcchqhjP73,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20464623.511272,8247310.139414,20464621.642795,8247312.007315,6,6,0.99779967,1.00002155,0.9973231,0.99993603
372542044,1760138392,5wu2tqkRsC8UnFC912CoQKsRo7K6otPNPvgiJvaoycGP3cUyAE5N1w4cRXpecFh4XN2vpNZGMcF9QTZqWJomLarF,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20464657.113711,8247276.547347,20464623.511272,8247310.139414,6,6,0.99779967,1.00002155,0.9973231,0.99993603
372542042,1760138391,rn3rVxNZ4JR5q8fZGZ7xXDKGk8tpanuNjAiWdAhAZwPZydN738QUNBxC79av2Lj8MV8yx6Z1He1AUJGMGZXPJew,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20464658.451682,8247275.209788,20464657.113711,8247276.547347,6,6,0.99779585,1.00001665,0.99732303,0.9999359800000001
372542031,1760138387,3nkTUvonfpoiQggCbTPaxm9VBRWsU9xcxBQGfUyCTL1BKikvgyZeXBBbJR9n6md7EkZ1JKPhpH3MMhc44hSnfNF7,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20469111.419394,8242823.617607,20464658.451682,8247275.209788,6,6,0.9978347000000001,1.00001688,0.9973227,0.99993593
372542022,1760138383,5Q9z3q9y6TSEoceenK53i8ibPsoTfUwDihe7pryqx8Y3pbABt1G5Fsg5WgoRTRCVF8b2yrVNoeidbo8b4GrSHfG,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20469262.817312,8242672.266486,20469111.419394,8242823.617607,6,6,0.99790313,1.00000801,0.99732224,0.9999358700000001
372542021,1760138383,gru6wxpbAk7Um8JqUQJPiuJszQYg8UvQ3YsNb5Cy3N88KB1ZSNsfphUFs2GrcLqD9bJjDHEwKQCczDp4hNQZDB8,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20469269.429492,8242665.656348,20469262.817312,8242672.266486,6,6,0.99790313,1.00000801,0.99732224,0.9999358700000001
372542021,1760138383,3AiN6EKHEYGAHogWrhDj21oNNp3ydfvLs91SMKZGpkaY4Uosr6vCfXw2ZwUNjEqaKC9HnxWwniNtnm9aaaJhMVzg,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20469290.714039,8242644.37838,20469269.429492,8242665.656348,6,6,0.99790313,1.00000801,0.99732224,0.9999358700000001
372542020,1760138383,3uCnVmGnvSSv4kNYoDHcSSMjzQkLRhhZfa58WH7UfoWiK6CibEaUh17SUpUq3CdCDPTETF3Ln42Ko3w6jK97YDaY,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20469300.535691,8242634.559763,20469290.714039,8242644.37838,6,6,0.99790313,1.00000801,0.99732224,0.9999358700000001
372542017,1760138382,3CgTc8Hg1tSw99jRsFiYANPpYwKtvDecPDNBNLkpCZcBT2fCiCyvMnSGi2ZWgWaWfLQ2SxjskU2ZtYrC6WrXxF6T,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20469329.584153,8242605.52028,20469300.535691,8242634.559763,6,6,0.9977275600000001,1.00001404,0.99732215,0.99993583
372542017,1760138382,5sAYH2aMTiHT4zQBGjcywLX6VC3ekRMSUGogHvd1WRJJJEjdWArooEH5ZychH5kdGF54549Yt8whvg8EagJdhhY1,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20469347.397503,8242587.712436,20469329.584153,8242605.52028,6,6,0.9977275600000001,1.00001404,0.99732215,0.99993583
372542016,1760138381,4Jf8zXVrpJmZpSbuiJ2KeFJV2QK8CBuJg8Ln3EnC2XXEqayx5zjijrADQ75FXXs6ViTNaCFLF9gKAXHCe72hDJ87,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20469780.799851,8242154.444071,20469347.397503,8242587.712436,6,6,0.99772655,1.00001705,0.99732212,0.99993583
372542014,1760138381,5KqxTxD9WDxRe6LqxwsGCHSDL1MBwiyqu2zUAg5SyCMmsnkzjtbZxPJtZf2PuwXcxLHoKJDgXJy3mtJTeSkmjQpw,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470099.545175,8241835.797295,20469780.799851,8242154.444071,6,6,0.99772655,1.00001705,0.99732212,0.99993583
372542007,1760138378,3oFH9nWcFboAhKyjHojX8xYgEZnkjwtvEaiU17XcX1aNBxdcvbauGbGytv3bQsAkn8NyBkgK2joxCaiPmkfczxyA,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470112.331194,8241823.015228,20470099.545175,8241835.797295,6,6,0.9977295500000001,1.00000929,0.99732188,0.99993579
372542006,1760138377,4Z2GDhAVUQS4tzHdCxmMtSKdXV5HpFBiVtzfuT1oyduhSj36xgVKxueo5Vvvcai8CPGaEpbcX6aLafpmmYS8bKLJ,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470205.140253,8241730.234864,20470112.331194,8241823.015228,6,6,0.99773355,1.00002496,0.99732184,0.99993578
372541999,1760138374,2hYuksgcZCM7RUxuAq9UmK3HX2RXdinm29srRqUyuLUh49XwJBex3RRuMm94xvFozhJKVs79SCFZPJHSXJbPozc5,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470357.796844,8241577.625475,20470205.140253,8241730.234864,6,6,0.9977285,1.00002375,0.99732162,0.9999357400000001
372541993,1760138372,4iTs7AHXWK9STXBr3VHedvALrSzNwWUpJ6pBNLtsnSvN2ybiFZKDZctuR8bwmJ2r1jRYkYYKhJ3mNay3chb4x8GW,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470377.980869,8241557.447691,20470357.796844,8241577.625475,6,6,0.9978423200000001,1.0000158000000001,0.9973214100000001,0.9999357
372541989,1760138370,4e3DevkT3FsgN68WBLrHCvtspekKmwWNQzc7CACi3DjJEcm81tgk3tPhFD7oBtgUj1DaWWYcmAvUhRdhi2pVi6h3,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470397.987055,8241537.447691,20470377.980869,8241557.447691,6,6,0.99790966,1.0000154700000001,0.9973212300000001,0.99993569
372541972,1760138364,9nZJsFXKHTrZ4NTvT7SHro8nSgyS47C39DdnvQgyLZZBZZj9vnDTUxYfDiPdnnJoVCbjRT9nU57SSoaznRjZZAS,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470460.559784,8241474.89431,20470397.987055,8241537.447691,6,6,0.99790815,1.00001579,0.99732056,0.9999355400000001
372541951,1760138355,E8o3wzPUz1h2Gh7FZ29t7psE2HqaqHt2nghxdSxRCoDs6z2cZXwXbw6j8MU8xx7P7QADpmtotpT8Hkj74i4RTEQ,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470894.185183,8241041.403006,20470460.559784,8241474.89431,6,6,0.99793937,1.0000482800000001,0.9973195100000001,0.9999353400000001
372541951,1760138355,5b6LbgYeyqsj1SJYaAXcAn2LRyCKsubULNs1HNdGK2LNW3VcnXDQiaVkom3zcFwaXC2VC3vuNtTx5uNC8aiwUm9G,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470910.383833,8241025.209365,20470894.185183,8241041.403006,6,6,0.99793937,1.0000482800000001,0.9973195100000001,0.9999353400000001
372541949,1760138355,5FK1rkjySPuiz3EPdEHSSPBJzpSAgk6vF6HDhgzU34STPAx32qLR7y5YeMVokSTzsA5DLqeUe8z3P2o88aQfvWrS,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470922.14901,8241013.447825,20470910.383833,8241025.209365,6,6,0.99793937,1.0000482800000001,0.9973195100000001,0.9999353400000001
372541947,1760138354,3a78APXPjEGTyew2ZUMJMfey9kBgMzUqvXowqz8peefQWoSsBPSTtqdixENDf7hhTiEncSWqMMZt7PVtGGS7CEnB,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470926.387676,8241009.210469,20470922.14901,8241013.447825,6,6,0.99798911,1.00003386,0.99731936,0.9999353
372541945,1760138353,31DzwEApV6PMZimVYjzJAokoBGS4fttQGkuRXGZeNskP2wP5VAYuettNWSmePX3npUVctJiGWTw4gCGuqXjWqwQh,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20470958.232327,8240977.375666,20470926.387676,8241009.210469,6,6,0.99788726,1.00003036,0.9973192200000001,0.9999353
372541942,1760138352,4nQqzusK3bUSPPVJw5dxxbB6EASw9NG3zN7hT1R2QU1JZYMk5Lb5zGxg6Pps4kpMAswTvxWScQ1ky9Vu5KUCJQYL,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20471058.263263,8240877.375666,20470958.232327,8240977.375666,6,6,0.9978863,1.00000219,0.9973190900000001,0.9999353
372541941,1760138351,4iajGz2USnGt2NF15VkRotYNBygn8AfkgU256Cgrg6XMjLEr4gvZ4jUvc73ct4nGwcHrkZ7ywFC4PUQPshwvtQSQ,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20471073.545185,8240862.09847,20471058.263263,8240877.375666,6,6,0.9978893,1.0000285500000001,0.99731886,0.99993526
372541937,1760138350,64qKUyYsgpW6bnDNeacv7pQu5JHTdkCsdQupvfFEEzV6fMD5ipHczwoXqLqZbgUysk5EmhKmpq8mtLphpeCSKTV5,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20471128.222095,8240807.43847,20471073.545185,8240862.09847,6,6,0.9979876200000001,1.00001081,0.99731865,0.99993524
372541913,1760138340,5w1ynRgGbFbX2HARm27wejVQi8EHrvdHY1yVX6dFMmbwVKEfz4Yrvncyepmqv13ZCJ5txRd1hmMti2L3D25KtrwC,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20471185.458743,8240750.219524,20471128.222095,8240807.43847,6,6,0.9978922800000001,1.00001139,0.99731746,0.9999351
372541906,1760138338,4zawKwRNKaZam5R436PJ3inZHirGPd91A7jtt6wiAuNUfqKijBmmtdxUpP43deZA8Bm9xk6C2w9jbgVo18f6pzXK,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20471196.609701,8240739.072014,20471185.458743,8240750.219524,6,6,0.99792417,1.00000932,0.9973173000000001,0.99993507
372541904,1760138337,2Ug4fgw3M44wQZxC1bNqnE3mcDtTzAhvgzA4bsFtBc7g7mW5PteFnGScmQniaj7XsNFV1HVFzKcJsPJGWzQQAa2o,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20471198.300839,8240737.381398,20471196.609701,8240739.072014,6,6,0.9979223500000001,1.00001672,0.99731708,0.99993504
372541894,1760138333,5TrHzkkjogE339ESyzmEPxC8S3ZRhdVm4647MtuWALN2HsJqA7FspF6fwPYKQwUHFpqSWHwPLgj7VymoGMtaAELC,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20471204.357816,8240731.326293,20471198.300839,8240737.381398,6,6,0.9979211,1.0000172600000001,0.99731663,0.99993499
372541887,1760138330,4BaFS7tEmLM9NG6LW8Gkv5GPfU9qazsRmotLKd8XCcUmW3KPcbT7eCPv4PWNw8xBY6GRVMt1sbeHdreEfM8Ld9z,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20471219.674205,8240716.01464,20471204.357816,8240731.326293,6,6,0.99785008,1.00000436,0.99731636,0.99993493
372541887,1760138330,33Y8fpWcV9MSZKE75B7d6cc5J7zvR1GDWTCccKX9EXWTJ86CV45kRnf883F719358qAFLhPDuMMfaoqhGLCfifu4,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20471221.071649,8240714.617627,20471219.674205,8240716.01464,6,6,0.99785008,1.00000436,0.99731636,0.99993493
372541878,1760138326,42GhaEx3tYLnfM8xjzjSLw1FK9uusM3HgL6wc6qEs46QNMyec2JpTbi2PSbYFrSCcTSiAuY8BDWQ6tXn6KSW2YvS,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20501234.59617,8210710.416627,20471221.071649,8240714.617627,6,6,0.99786208,0.99999834,0.9973158400000001,0.99993487
372541863,1760138320,3iksNFh7nUKVvdw2saVVUynpAMniPyubrBVL9KNtDhXCEvbCHeuNHvuXKhpdrBAs8zzakAkt7v7R2zMGm3XbM5cD,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20501242.558856,8210702.456424,20501234.59617,8210710.416627,6,6,0.99792572,1.00000179,0.99731502,0.99993469
372541852,1760138316,21igogVgvgErSi5ntVoUaJwaMjJMp5hD1aoVqW1paRbPZPiy3qmYiyQCxNEu2q9KHUrNSPQQtxwiLARcVvqBc2GY,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EeF6oBy6AQiBJoRx5xiRNxa6cmpQE3ayVagj28QFZuyg,MvB8poDgpDPbRgx8MXeb7EPEsawGuiBTqpkpM9exeLi,0,0,0,20501251.487057,8210693.531008,20501242.558856,8210702.456424,6,6,0.99793761,0.9999968300000001,0.99731439,0.99993456
